"","home_team","yardline_100","game_seconds_remaining","goal_to_go","yards_gained","shotgun","no_huddle","score_differential","first_down_pass","incomplete_pass","interception","down_2","down_3","down_4","pass_length_short","pass_location_middle","pass_location_right","td_team_1"
"49",0,0.625,0.211388888888889,0,0.305555555555556,1,0,0.326923076923077,1,0,0,0,0,0,1,0,1,0
"50",0,0.416666666666667,0.202222222222222,0,0.611111111111111,1,0,0.326923076923077,1,0,0,0,0,0,0,0,1,1
"51",0,0.270833333333333,0.0958333333333333,0,0.347222222222222,1,0,0.442307692307692,1,0,0,0,0,1,0,0,1,0
"52",1,0.291666666666667,0.878611111111111,0,0.361111111111111,0,0,0.615384615384615,1,0,0,1,0,0,1,0,1,0
"53",1,0.59375,0.604722222222222,0,0.652777777777778,1,0,0.596153846153846,1,0,0,0,1,0,0,0,0,0
"54",1,0.46875,0.869444444444444,0,0.166666666666667,1,0,0.480769230769231,1,0,0,0,0,0,1,0,0,0
"55",1,0.708333333333333,0.7825,0,0.138888888888889,1,0,0.480769230769231,1,0,0,1,0,0,1,0,0,0
"56",1,0.291666666666667,0.705,0,0.180555555555556,1,0,0.480769230769231,0,0,0,0,1,0,1,0,0,0
"57",1,0.6875,0.470277777777778,0,0.194444444444444,1,0,0.480769230769231,1,0,0,0,1,0,1,0,1,0
"58",1,0.78125,0.1725,0,0.194444444444444,1,1,0.211538461538462,1,0,0,1,0,0,1,1,0,0
"59",1,0.135416666666667,0.127777777777778,0,0.236111111111111,1,1,0.211538461538462,1,0,0,1,0,0,1,0,0,1
"60",1,0.666666666666667,0.0513888888888889,0,0.152777777777778,1,0,0.269230769230769,1,0,0,1,0,0,1,1,0,0
"61",1,0.364583333333333,0.0411111111111111,0,0.25,1,0,0.269230769230769,1,0,0,0,1,0,0,1,0,0
"62",0,0.729166666666667,0.989722222222222,0,0.152777777777778,1,0,0.673076923076923,1,0,0,1,0,0,1,0,0,0
"63",0,0.4375,0.601944444444444,0,0.25,1,0,0.615384615384615,1,0,0,1,0,0,1,0,1,0
"64",0,0.75,0.436111111111111,0,0.166666666666667,1,0,0.615384615384615,1,0,0,1,0,0,1,0,0,0
"65",0,0.645833333333333,0.361111111111111,0,0.222222222222222,0,0,0.615384615384615,1,0,0,0,0,0,1,0,0,0
"66",0,0.322916666666667,0.143055555555556,0,0.208333333333333,1,0,0.480769230769231,1,0,0,0,0,0,1,0,0,0
"67",0,0.291666666666667,0.126666666666667,0,0.166666666666667,1,0,0.480769230769231,0,0,0,0,0,0,1,1,0,0
"68",0,0.572916666666667,0.0216666666666667,0,0.194444444444444,1,0,0.538461538461538,1,0,0,0,1,0,1,0,1,0
"69",0,0.447916666666667,0.0197222222222222,0,0.222222222222222,1,0,0.538461538461538,1,0,0,0,0,0,1,0,1,0
"70",1,0.822916666666667,0.980555555555556,0,0.236111111111111,1,0,0.673076923076923,0,0,0,1,0,0,1,0,1,0
"71",1,0.0520833333333333,0.968611111111111,1,0.125,0,0,0.673076923076923,1,0,0,0,0,0,1,0,0,1
"72",1,0.864583333333333,0.728055555555556,0,0.180555555555556,1,0,0.942307692307692,1,0,0,1,0,0,1,0,1,0
"73",1,0.864583333333333,0.506388888888889,0,0.152777777777778,1,1,0.942307692307692,1,0,0,1,0,0,1,1,0,0
"74",1,0.427083333333333,0.417222222222222,0,0.236111111111111,1,0,0.942307692307692,1,0,0,1,0,0,1,0,0,0
"75",1,0.447916666666667,0.171111111111111,0,0.194444444444444,1,0,0.865384615384615,1,0,0,0,1,0,1,0,0,0
"76",0,0.65625,0.867222222222222,0,0.291666666666667,0,0,0.538461538461538,1,0,0,0,0,0,1,0,1,0
"77",0,0.427083333333333,0.513611111111111,0,0.194444444444444,1,0,0.403846153846154,1,0,0,0,0,0,1,0,1,0
"78",0,0.458333333333333,0.437777777777778,0,0.125,1,0,0.461538461538462,1,0,0,1,0,0,1,0,1,0
"79",0,0.427083333333333,0.411666666666667,0,0.291666666666667,1,0,0.461538461538462,1,0,0,0,1,0,0,1,0,0
"80",0,0.0520833333333333,0.329444444444444,0,0.125,1,0,0.461538461538462,1,0,0,0,1,0,1,0,0,1
"81",0,0.166666666666667,0.271111111111111,0,0.277777777777778,1,0,0.596153846153846,1,0,0,1,0,0,1,1,0,1
"82",0,0.3125,0.0675,0,0.208333333333333,1,0,0.730769230769231,1,0,0,0,1,0,1,0,0,0
"83",0,0.260416666666667,0.0175,0,0.263888888888889,1,0,0.653846153846154,1,0,0,1,0,0,1,0,0,0
"84",0,0.520833333333333,0.8875,0,0.236111111111111,1,0,0.538461538461538,1,0,0,1,0,0,1,0,0,0
"85",0,0.760416666666667,0.776388888888889,0,0.194444444444444,1,0,0.538461538461538,1,0,0,0,0,0,1,1,0,0
"86",0,0.09375,0.603611111111111,0,0.180555555555556,1,0,0.403846153846154,1,0,0,0,1,0,1,0,0,1
"87",0,0.541666666666667,0.540555555555556,0,0.180555555555556,1,0,0.538461538461538,1,0,0,1,0,0,1,0,1,0
"88",0,0.385416666666667,0.525,0,0.222222222222222,1,0,0.538461538461538,1,0,0,1,0,0,1,0,0,0
"89",0,0.760416666666667,0.469444444444444,0,0.277777777777778,1,0,0.461538461538462,1,0,0,1,0,0,1,0,1,0
"90",0,0.708333333333333,0.0572222222222222,0,0.166666666666667,1,0,0.538461538461538,1,0,0,1,0,0,1,0,0,0
"91",0,0.697916666666667,0.0194444444444444,0,0.180555555555556,1,1,0.538461538461538,1,0,0,0,0,0,1,0,1,0
"92",0,0.583333333333333,0.0161111111111111,0,0.208333333333333,1,0,0.538461538461538,1,0,0,1,0,0,1,0,1,0
"93",1,0.885416666666667,0.950833333333333,0,0.125,1,0,0.673076923076923,1,0,0,1,0,0,1,0,0,0
"94",1,0.708333333333333,0.6625,0,0.194444444444444,0,0,0.615384615384615,1,0,0,0,0,0,1,0,1,0
"95",1,0.28125,0.609444444444444,0,0.152777777777778,1,0,0.615384615384615,1,0,0,1,0,0,1,1,0,0
"96",1,0.15625,0.580833333333333,0,0.152777777777778,1,0,0.615384615384615,1,0,0,0,1,0,1,0,0,0
"97",1,0.822916666666667,0.515555555555556,0,0.166666666666667,1,0,0.673076923076923,1,0,0,1,0,0,1,1,0,0
"98",1,0.583333333333333,0.183611111111111,0,0.166666666666667,1,0,0.538461538461538,1,0,0,1,0,0,1,0,0,0
"99",1,0.5625,0.166666666666667,0,0.25,1,0,0.538461538461538,0,0,0,0,1,0,1,1,0,0
"100",0,0.760416666666667,1,0,0.222222222222222,1,0,0.673076923076923,1,0,0,0,0,0,1,0,1,0
"101",0,0.114583333333333,0.939444444444444,1,0.194444444444444,1,0,0.673076923076923,0,0,0,0,1,0,1,1,0,0
"102",0,0.572916666666667,0.663333333333333,0,0.125,1,0,0.673076923076923,1,0,0,1,0,0,1,0,1,0
"103",0,0.760416666666667,0.5625,0,0.222222222222222,0,0,0.730769230769231,1,0,0,0,0,0,1,0,0,0
"104",0,0.302083333333333,0.4075,0,0.166666666666667,1,0,0.653846153846154,1,0,0,1,0,0,1,0,0,0
"105",1,0.614583333333333,0.646944444444444,0,0.222222222222222,1,0,0.788461538461538,1,0,0,0,1,0,1,0,0,0
"106",1,0.3125,0.604444444444444,0,0.166666666666667,1,0,0.788461538461538,1,0,0,0,0,0,1,0,1,0
"107",1,0.166666666666667,0.570833333333333,0,0.180555555555556,1,0,0.788461538461538,1,0,0,0,1,0,1,0,1,0
"108",1,0.614583333333333,0.522222222222222,0,0.138888888888889,1,0,0.846153846153846,1,0,0,1,0,0,1,0,1,0
"109",1,0.53125,0.520555555555556,0,0.263888888888889,1,0,0.846153846153846,1,0,0,0,0,0,1,0,0,0
"110",1,0.375,0.510555555555556,0,0.208333333333333,1,0,0.846153846153846,1,0,0,0,1,0,1,1,0,0
"111",1,0.625,0.198333333333333,0,0.180555555555556,0,0,0.807692307692308,1,0,0,1,0,0,1,0,1,0
"112",1,0.229166666666667,0.12,0,0.236111111111111,1,0,0.807692307692308,1,0,0,0,1,0,1,0,0,0
"113",1,0.0625,0.0727777777777778,1,0.138888888888889,1,0,0.807692307692308,1,0,0,0,1,0,1,0,1,1
"114",1,0.270833333333333,0.554722222222222,0,0.194444444444444,1,0,0.5,1,0,0,1,0,0,1,0,0,0
"115",1,0.520833333333333,0.501666666666667,0,0.263888888888889,1,0,0.557692307692308,1,0,0,0,0,0,1,1,0,0
"116",1,0.760416666666667,0.488055555555556,0,0.291666666666667,1,0,0.557692307692308,1,0,0,1,0,0,1,0,1,0
"117",1,0.520833333333333,0.469166666666667,0,0.222222222222222,1,0,0.557692307692308,1,0,0,1,0,0,1,0,1,0
"118",1,0.791666666666667,0.25,0,0.222222222222222,1,0,0.365384615384615,1,0,0,1,0,0,1,0,0,0
"119",1,0.645833333333333,0.240833333333333,0,0.277777777777778,1,0,0.365384615384615,1,0,0,1,0,0,1,0,0,0
"120",1,0.8125,0.135833333333333,0,0.25,1,0,0.365384615384615,1,0,0,0,0,0,1,0,1,0
"121",1,0.645833333333333,0.128333333333333,0,0.208333333333333,1,1,0.365384615384615,1,0,0,0,0,0,1,0,0,0
"122",1,0.875,0.0222222222222222,0,0.263888888888889,1,1,0.230769230769231,1,0,0,0,0,0,1,1,0,0
"123",1,0.65625,0.00833333333333333,0,0.194444444444444,1,1,0.230769230769231,1,0,0,1,0,0,1,0,0,0
"124",0,0.802083333333333,0.998611111111111,0,0.194444444444444,1,0,0.673076923076923,1,0,0,0,0,0,1,0,0,0
"125",0,0.541666666666667,0.891944444444444,0,0.236111111111111,1,0,0.673076923076923,1,0,0,0,1,0,1,0,0,0
"126",0,0.614583333333333,0.504722222222222,0,0.194444444444444,1,0,0.615384615384615,1,0,0,0,0,0,1,0,1,0
"127",0,0.479166666666667,0.500555555555556,0,0.277777777777778,1,0,0.615384615384615,1,0,0,0,1,0,1,0,1,0
"128",0,0.729166666666667,0.3775,0,0.194444444444444,1,0,0.480769230769231,1,0,0,0,1,0,1,0,1,0
"129",0,0.604166666666667,0.351944444444444,0,0.166666666666667,1,0,0.480769230769231,1,0,0,0,1,0,1,0,1,0
"130",0,0.708333333333333,0.203611111111111,0,0.138888888888889,1,1,0.211538461538462,1,0,0,1,0,0,1,1,0,0
"131",0,0.46875,0.0358333333333333,0,0.222222222222222,1,0,0.211538461538462,1,0,0,1,0,0,1,0,0,0
"132",0,0.6875,0.974722222222222,0,0.222222222222222,1,0,0.673076923076923,1,0,0,0,1,0,1,0,0,0
"133",0,0.375,0.941666666666667,0,0.166666666666667,1,0,0.673076923076923,1,0,0,1,0,0,1,0,0,0
"134",0,0.395833333333333,0.559444444444444,0,0.194444444444444,1,0,0.538461538461538,1,0,0,0,1,0,1,0,1,0
"135",0,0.739583333333333,0.512222222222222,0,0.152777777777778,1,1,0.596153846153846,1,0,0,1,0,0,1,0,0,0
"136",0,0.3125,0.323333333333333,0,0.222222222222222,1,1,0.0576923076923077,1,0,0,1,0,0,1,0,0,0
"137",0,0.0833333333333333,0.298888888888889,0,0.152777777777778,1,0,0.0576923076923077,1,0,0,0,0,1,1,0,0,0
"138",0,0.166666666666667,0.219722222222222,0,0.194444444444444,1,1,0.211538461538462,1,0,0,0,0,0,1,0,1,0
"139",0,0.927083333333333,0.141666666666667,0,0.25,1,1,0.192307692307692,1,0,0,0,1,0,0,0,0,0
"140",0,0.708333333333333,0.123333333333333,0,0.236111111111111,1,0,0.192307692307692,1,0,0,0,1,0,1,1,0,0
"141",0,0.541666666666667,0.0513888888888889,0,0.180555555555556,1,0,0.25,0,0,0,0,1,0,1,0,0,0
"142",1,0.479166666666667,0.761388888888889,0,0.208333333333333,1,0,0.423076923076923,1,0,0,0,0,0,1,0,1,0
"143",1,0.875,0.512222222222222,0,0.180555555555556,1,0,0.230769230769231,0,0,0,0,1,0,1,0,0,0
"144",1,0.895833333333333,0.478611111111111,0,0.222222222222222,1,0,0.230769230769231,0,0,0,0,1,0,1,0,0,0
"145",1,0.645833333333333,0.387777777777778,0,0.263888888888889,1,0,0.230769230769231,1,0,0,1,0,0,1,0,0,0
"146",1,0.46875,0.379722222222222,0,0.236111111111111,0,1,0.230769230769231,1,0,0,0,0,0,1,0,1,0
"147",1,0.541666666666667,0.251388888888889,0,0.263888888888889,1,0,0.288461538461538,1,0,0,0,0,0,1,0,1,0
"148",1,0.364583333333333,0.185555555555556,0,0.208333333333333,1,0,0.442307692307692,1,0,0,0,1,0,1,0,0,0
"149",1,0.177083333333333,0.155,0,0.180555555555556,1,0,0.442307692307692,1,0,0,0,0,1,1,0,0,0
"150",1,0.760416666666667,0.989166666666667,0,0.194444444444444,1,0,0.673076923076923,1,0,0,1,0,0,1,0,0,0
"151",1,0.75,0.717222222222222,0,0.194444444444444,1,0,0.596153846153846,0,0,0,1,0,0,1,0,1,0
"152",1,0.520833333333333,0.405277777777778,0,0.152777777777778,0,0,0.134615384615385,1,0,0,0,0,1,1,0,0,0
"153",1,0.104166666666667,0.348611111111111,0,0.194444444444444,1,0,0.134615384615385,1,0,0,0,0,0,1,0,1,1
"154",1,0.802083333333333,0.271111111111111,0,0.152777777777778,1,0,0.134615384615385,1,0,0,1,0,0,1,0,0,0
"155",1,0.645833333333333,0.130833333333333,0,0.166666666666667,1,1,0,1,0,0,0,1,0,1,0,0,0
"156",0,0.760416666666667,0.539166666666667,0,0.180555555555556,1,0,0.480769230769231,1,0,0,0,0,0,1,1,0,0
"157",0,0.3125,0.295555555555556,0,0.277777777777778,1,0,0.423076923076923,1,0,0,0,1,0,1,0,1,0
"158",0,0.802083333333333,0.185833333333333,0,0.180555555555556,0,0,0.480769230769231,1,0,0,0,0,0,1,0,1,0
"159",0,0.364583333333333,0.120555555555556,0,0.194444444444444,1,0,0.480769230769231,1,0,0,1,0,0,1,1,0,0
"160",0,0.489583333333333,0.0169444444444444,0,0.180555555555556,1,1,0.615384615384615,1,0,0,0,0,0,1,1,0,0
"161",0,0.854166666666667,0.7375,0,0.25,0,0,0.403846153846154,1,0,0,0,0,0,1,0,0,0
"162",0,0.625,0.715277777777778,0,0.125,0,0,0.403846153846154,1,0,0,0,0,1,1,0,1,0
"163",0,0.760416666666667,0.5,0,0.263888888888889,0,0,0.403846153846154,1,0,0,0,0,0,1,0,1,0
"164",0,0.520833333333333,0.3325,0,0.194444444444444,1,0,0.403846153846154,0,0,0,1,0,0,1,0,1,0
"165",0,0.645833333333333,0.126944444444444,0,0.25,1,0,0.442307692307692,1,0,0,0,1,0,1,0,0,0
"166",0,0.479166666666667,0.115277777777778,0,0.222222222222222,1,0,0.442307692307692,1,0,0,0,0,1,1,0,0,0
"167",1,0.4375,0.898888888888889,0,0.208333333333333,1,0,0.615384615384615,1,0,0,0,0,0,1,0,1,0
"168",1,0.6875,0.749444444444444,0,0.180555555555556,1,0,0.538461538461538,1,0,0,0,1,0,1,1,0,0
"169",1,0.572916666666667,0.728055555555556,0,0.291666666666667,1,0,0.538461538461538,1,0,0,1,0,0,0,1,0,0
"170",1,0.916666666666667,0.661388888888889,0,0.180555555555556,1,0,0.596153846153846,1,0,0,0,0,0,1,0,1,0
"171",1,0.125,0.596944444444444,0,0.222222222222222,0,0,0.596153846153846,1,0,0,0,0,0,1,0,1,1
"172",1,0.666666666666667,0.506388888888889,0,0.263888888888889,1,0,0.538461538461538,1,0,0,0,1,0,0,0,1,0
"173",1,0.552083333333333,0.453611111111111,0,0.180555555555556,1,0,0.596153846153846,1,0,0,0,0,0,1,1,0,0
"174",1,0.4375,0.430555555555556,0,0.180555555555556,1,0,0.596153846153846,1,0,0,1,0,0,1,0,1,0
"175",1,0.760416666666667,0.33,0,0.236111111111111,1,0,0.75,1,0,0,0,1,0,1,0,1,0
"176",1,0.75,0.218055555555556,0,0.194444444444444,1,0,0.75,1,0,0,0,0,0,1,0,1,0
"177",1,0.166666666666667,0.0802777777777778,0,0.277777777777778,1,0,0.884615384615385,1,0,0,0,1,0,0,0,1,1
"178",1,0.770833333333333,0.963055555555556,0,0.125,1,0,0.538461538461538,0,0,0,1,0,0,1,0,1,0
"179",1,0.364583333333333,0.729166666666667,0,0.0833333333333333,1,0,0.480769230769231,0,0,0,0,0,0,1,0,0,0
"180",1,0.104166666666667,0.584722222222222,1,0.125,1,0,0.480769230769231,0,0,0,0,1,0,1,1,0,0
"181",1,0.760416666666667,0.506666666666667,0,0.111111111111111,1,0,0.480769230769231,0,0,0,0,0,0,1,0,0,0
"182",1,0.802083333333333,0.503611111111111,0,0.0972222222222222,1,0,0.480769230769231,0,0,0,1,0,0,1,0,0,0
"183",1,0.5625,0.457777777777778,0,0.125,0,0,0.480769230769231,0,0,0,0,0,0,1,1,0,0
"184",1,0.1875,0.136111111111111,0,0.0972222222222222,1,1,0.211538461538462,0,0,0,0,0,0,1,0,0,0
"185",1,0.760416666666667,0.0591666666666667,0,0.152777777777778,1,0,0.269230769230769,0,0,0,0,0,0,1,0,0,0
"186",1,0.416666666666667,0.0472222222222222,0,0.0972222222222222,1,0,0.269230769230769,0,0,0,1,0,0,1,0,0,0
"187",0,0.708333333333333,0.960833333333333,0,0.0833333333333333,1,0,0.673076923076923,0,0,0,0,1,0,1,0,1,0
"188",0,0.65625,0.738333333333333,0,0.152777777777778,1,0,0.615384615384615,0,0,0,0,1,0,1,0,1,0
"189",0,0.697916666666667,0.643611111111111,0,0.125,1,0,0.615384615384615,0,0,0,0,0,0,1,0,1,0
"190",0,0.520833333333333,0.626944444444444,0,0.152777777777778,1,0,0.615384615384615,0,0,0,0,0,0,1,0,0,0
"191",0,0.5,0.351944444444444,0,0.125,1,0,0.615384615384615,0,0,0,0,0,0,1,0,1,0
"192",0,0.8125,0.178611111111111,0,0.111111111111111,1,0,0.480769230769231,0,0,0,1,0,0,1,0,1,0
"193",0,0.1875,0.115,0,0.111111111111111,1,0,0.480769230769231,0,0,0,0,1,0,1,0,0,0
"194",0,0.645833333333333,0.0513888888888889,0,0.0972222222222222,1,0,0.538461538461538,0,0,0,1,0,0,1,0,1,0
"195",0,0.0208333333333333,0.01,0,0.0833333333333333,1,0,0.538461538461538,1,0,0,1,0,0,1,0,1,1
"196",1,0.625,0.918888888888889,0,0.111111111111111,1,0,0.807692307692308,0,0,0,0,0,0,1,0,0,0
"197",1,0.916666666666667,0.7825,0,0.0972222222222222,1,0,0.942307692307692,0,0,0,0,1,0,1,0,1,0
"198",1,0.854166666666667,0.645555555555556,0,0.138888888888889,1,0,0.942307692307692,0,0,0,0,1,0,1,0,0,0
"199",1,0.96875,0.53,0,0.111111111111111,1,0,0.942307692307692,0,0,0,1,0,0,1,0,0,0
"200",1,0.916666666666667,0.5125,0,0.0972222222222222,1,0,0.942307692307692,0,0,0,0,0,0,1,1,0,0
"201",1,0.760416666666667,0.201111111111111,0,0.0833333333333333,1,0,0.865384615384615,0,0,0,0,0,0,1,0,1,0
"202",1,0.385416666666667,0.135555555555556,0,0.152777777777778,1,0,0.865384615384615,0,0,0,0,1,0,1,1,0,0
"203",0,0.760416666666667,0.888055555555556,0,0.125,1,0,0.538461538461538,0,0,0,0,0,0,1,0,0,0
"204",0,0.822916666666667,0.553888888888889,0,0.152777777777778,1,0,0.403846153846154,0,0,0,1,0,0,1,1,0,0
"205",0,0.302083333333333,0.511944444444444,0,0.138888888888889,1,0,0.403846153846154,0,0,0,0,0,0,1,0,0,0
"206",0,0.21875,0.510833333333333,0,0.0972222222222222,1,0,0.403846153846154,1,0,0,1,0,0,1,1,0,0
"207",0,0.270833333333333,0.506666666666667,0,0.111111111111111,1,0,0.403846153846154,0,0,0,1,0,0,1,0,0,0
"208",0,0.59375,0.117777777777778,0,0.0972222222222222,1,0,0.730769230769231,1,0,0,0,1,0,1,1,0,0
"209",0,0.458333333333333,0.752222222222222,0,0.0972222222222222,1,0,0.538461538461538,0,0,0,1,0,0,1,0,1,0
"210",0,0.375,0.741388888888889,0,0.0833333333333333,1,0,0.538461538461538,0,0,0,0,0,0,1,0,0,0
"211",0,0.427083333333333,0.533333333333333,0,0.0833333333333333,1,0,0.538461538461538,0,0,0,0,0,0,1,0,0,0
"212",0,0.197916666666667,0.519722222222222,0,0.0833333333333333,1,0,0.538461538461538,0,0,0,0,1,0,1,0,0,0
"213",0,0.677083333333333,0.4475,0,0.0833333333333333,1,0,0.461538461538462,0,0,0,0,0,0,1,0,0,0
"214",0,0.333333333333333,0.15,0,0.125,0,0,0.596153846153846,0,0,0,0,0,0,1,0,1,0
"215",0,0.489583333333333,0.0472222222222222,0,0.125,1,1,0.538461538461538,0,0,0,0,0,0,1,0,0,0
"216",0,0.416666666666667,0.0452777777777778,0,0.0694444444444444,1,0,0.538461538461538,1,0,0,1,0,0,1,0,0,0
"217",0,0.447916666666667,0.0144444444444444,0,0.111111111111111,1,0,0.538461538461538,0,0,0,0,0,0,1,1,0,0
"218",0,0.385416666666667,0.00694444444444444,0,0.0972222222222222,1,0,0.538461538461538,1,0,0,0,1,0,1,0,0,0
"219",1,0.78125,0.927777777777778,0,0.111111111111111,1,0,0.673076923076923,0,0,0,0,1,0,1,1,0,0
"220",1,0.875,0.516666666666667,0,0.0972222222222222,1,0,0.673076923076923,0,0,0,0,0,0,1,0,1,0
"221",1,0.760416666666667,0.393055555555556,0,0.152777777777778,0,0,0.615384615384615,0,0,0,1,0,0,1,0,0,0
"222",1,0.166666666666667,0.34,0,0.0972222222222222,0,0,0.615384615384615,0,0,0,0,0,0,1,1,0,0
"223",0,0.614583333333333,0.991388888888889,0,0.138888888888889,0,0,0.673076923076923,0,0,0,0,0,0,1,0,0,0
"224",0,0.989583333333333,0.835,0,0.0833333333333333,1,0,0.673076923076923,0,0,0,1,0,0,1,1,0,0
"225",0,0.760416666666667,0.523611111111111,0,0.125,1,0,0.596153846153846,0,0,0,0,0,0,1,0,0,0
"226",0,0.791666666666667,0.128333333333333,0,0.111111111111111,1,0,0.807692307692308,0,0,0,1,0,0,1,0,1,0
"227",1,0.0416666666666667,0.961944444444444,1,0.111111111111111,1,0,0.673076923076923,1,0,0,1,0,0,1,1,0,1
"228",1,0.958333333333333,0.808333333333333,0,0.138888888888889,1,0,0.653846153846154,0,0,0,0,1,0,1,0,1,0
"229",1,0.96875,0.686388888888889,0,0.111111111111111,1,0,0.788461538461538,0,0,0,1,0,0,1,0,0,0
"230",1,0.46875,0.638611111111111,0,0.0972222222222222,0,0,0.788461538461538,0,0,0,0,0,0,1,0,1,0
"231",1,0.791666666666667,0.377222222222222,0,0.111111111111111,1,0,0.903846153846154,0,0,0,0,1,0,1,0,0,0
"232",1,0.708333333333333,0.337222222222222,0,0.0833333333333333,0,0,0.903846153846154,0,0,0,0,0,0,1,0,0,0
"233",1,0.510416666666667,0.186944444444444,0,0.111111111111111,1,0,0.807692307692308,0,0,0,0,0,0,1,0,0,0
"234",1,0.0625,0.106388888888889,1,0.111111111111111,1,0,0.807692307692308,0,0,0,1,0,0,1,1,0,0
"235",1,0.822916666666667,0.8875,0,0.152777777777778,0,0,0.615384615384615,0,0,0,0,0,0,1,0,1,0
"236",1,0.729166666666667,0.8775,0,0.0972222222222222,1,0,0.615384615384615,1,0,0,1,0,0,1,1,0,0
"237",1,0.729166666666667,0.790833333333333,0,0.111111111111111,0,0,0.615384615384615,0,0,0,0,0,0,1,0,0,0
"238",1,0.645833333333333,0.75,0,0.125,1,0,0.615384615384615,0,0,0,0,1,0,1,0,1,0
"239",1,0.760416666666667,0.598611111111111,0,0.0833333333333333,0,0,0.5,0,0,0,0,0,0,1,0,1,0
"240",1,0.458333333333333,0.228055555555556,0,0.152777777777778,1,0,0.365384615384615,0,0,0,1,0,0,1,0,0,0
"241",1,0.697916666666667,0.0155555555555556,0,0.0833333333333333,1,1,0.230769230769231,0,0,0,0,0,0,1,1,0,0
"242",0,0.635416666666667,0.956388888888889,0,0.111111111111111,1,0,0.673076923076923,0,0,0,1,0,0,1,0,1,0
"243",0,0.385416666666667,0.88,0,0.0972222222222222,1,0,0.673076923076923,0,0,0,0,0,0,1,0,1,0
"244",0,0.760416666666667,0.759722222222222,0,0.152777777777778,1,0,0.673076923076923,0,0,0,0,0,0,1,0,1,0
"245",0,0.760416666666667,0.640555555555556,0,0.0972222222222222,0,0,0.615384615384615,0,0,0,0,0,0,1,0,1,0
"246",0,0.78125,0.388611111111111,0,0.0972222222222222,1,0,0.480769230769231,0,0,0,1,0,0,1,0,1,0
"247",0,0.489583333333333,0.328611111111111,0,0.0972222222222222,1,0,0.480769230769231,0,0,0,0,1,0,1,0,0,0
"248",0,0.760416666666667,0.266111111111111,0,0.0972222222222222,1,0,0.346153846153846,0,0,0,0,0,0,1,0,1,0
"249",0,0.760416666666667,0.211666666666667,0,0.0972222222222222,1,0,0.211538461538462,0,0,0,0,0,0,1,0,1,0
"250",0,0.833333333333333,0.18,0,0.125,1,0,0.211538461538462,0,0,0,0,0,0,1,0,1,0
"251",0,0.760416666666667,0.173055555555556,0,0.125,1,1,0.211538461538462,0,0,0,1,0,0,1,1,0,0
"252",0,0.6875,0.164166666666667,0,0.152777777777778,1,1,0.211538461538462,0,0,0,0,1,0,1,0,1,0
"253",0,0.916666666666667,0.0744444444444444,0,0.138888888888889,1,0,0.211538461538462,0,0,0,0,0,0,1,1,0,0
"254",0,0.833333333333333,0.0647222222222222,0,0.0833333333333333,1,1,0.211538461538462,1,0,0,1,0,0,1,0,0,0
"255",0,0.875,0.0538888888888889,0,0.111111111111111,1,0,0.211538461538462,0,0,0,1,0,0,1,1,0,0
"256",0,0.5625,0.0438888888888889,0,0.152777777777778,1,0,0.211538461538462,0,0,0,0,0,0,1,0,0,0
"257",0,0.322916666666667,0.0319444444444444,0,0.138888888888889,1,0,0.211538461538462,0,0,0,1,0,0,1,0,0,0
"258",0,0.239583333333333,0.0247222222222222,0,0.0972222222222222,1,1,0.211538461538462,1,0,0,0,1,0,1,0,1,0
"259",0,0.989583333333333,0.826944444444444,0,0.111111111111111,1,0,0.673076923076923,0,0,0,1,0,0,1,0,0,0
"260",0,0.864583333333333,0.747222222222222,0,0.0833333333333333,1,0,0.673076923076923,0,0,0,0,0,0,1,0,0,0
"261",0,0.78125,0.705,0,0.125,1,0,0.673076923076923,0,0,0,1,0,0,1,1,0,0
"262",0,0.4375,0.571388888888889,0,0.0833333333333333,1,0,0.538461538461538,0,0,0,1,0,0,1,0,1,0
"263",0,0.802083333333333,0.518611111111111,0,0.111111111111111,1,0,0.596153846153846,0,0,0,0,0,0,1,0,1,0
"264",0,0.75,0.363888888888889,0,0.0833333333333333,1,0,0.0576923076923077,0,0,0,0,0,0,1,1,0,0
"265",0,0.65625,0.355833333333333,0,0.125,1,0,0.0576923076923077,0,0,0,0,0,0,1,0,0,0
"266",0,0.166666666666667,0.317777777777778,0,0.0833333333333333,1,1,0.0576923076923077,0,0,0,0,0,0,1,0,0,0
"267",0,0.125,0.31,0,0.0833333333333333,1,1,0.0576923076923077,0,0,0,1,0,0,1,0,0,0
"268",0,0.5625,0.246388888888889,0,0.152777777777778,1,0,0.211538461538462,0,0,0,0,0,0,1,0,1,0
"269",0,0.760416666666667,0.133611111111111,0,0.0972222222222222,1,1,0.192307692307692,0,0,0,0,0,0,1,0,1,0
"270",0,0.395833333333333,0.116666666666667,0,0.111111111111111,1,0,0.192307692307692,0,0,0,0,0,0,1,0,1,0
"271",0,0.489583333333333,0.0663888888888889,0,0.0972222222222222,1,1,0.25,0,0,0,0,0,0,1,1,0,0
"272",1,0.729166666666667,0.783055555555556,0,0.0833333333333333,1,0,0.423076923076923,0,0,0,1,0,0,1,0,1,0
"273",1,1,0.555,0,0.111111111111111,1,0,0.288461538461538,0,0,0,0,1,0,1,0,1,0
"274",1,0.0104166666666667,0.228055555555556,1,0.0694444444444444,1,0,0.288461538461538,1,0,0,1,0,0,1,0,1,1
