"","home_team","yardline_100","game_seconds_remaining","goal_to_go","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","first_down_rush","down_2","down_3","down_4","run_location_middle","run_location_right","run_gap_end","run_gap_guard","run_gap_tackle","td_team_1","td_team_2"
"146",0,0.408163265306122,0.0453400503778338,0,0.136842105263158,0,0,0,0,0.557692307692308,0,0,0,0,0,1,0,0,1,0,0
"147",1,0.224489795918367,0.948502658830115,0,0.136842105263158,0,0,0,0,0.326923076923077,0,0,0,0,1,0,0,0,0,0,0
"148",1,0.0102040816326531,0.919115589140778,1,0.126315789473684,0,0,0,0,0.326923076923077,0,1,0,0,1,0,0,0,0,0,0
"149",1,0.795918367346939,0.852504897844948,0,0.136842105263158,1,0,0,0,0.326923076923077,0,0,0,0,0,0,1,0,0,0,0
"150",1,0.775510204081633,0.841589700531766,0,0.126315789473684,0,0,0,0,0.326923076923077,0,1,0,0,1,0,0,0,0,0,0
"151",1,0.530612244897959,0.673103834312902,0,0.136842105263158,1,0,1,1,0.403846153846154,0,0,1,0,1,0,0,0,0,0,0
"152",1,0.336734693877551,0.680100755667506,0,0.147368421052632,0,0,0,0,0.461538461538462,0,0,0,0,0,1,1,0,0,0,0
"153",1,0.520408163265306,0.547159249930031,0,0.157894736842105,1,0,0,0,0.461538461538462,0,1,0,0,1,0,0,0,0,0,0
"154",1,0.510204081632653,0.370836831794011,0,0.136842105263158,0,0,0,0,0.519230769230769,1,0,1,0,1,0,0,0,0,0,0
"155",1,0.397959183673469,0.348166806605094,0,0.136842105263158,1,0,0,0,0.519230769230769,1,1,0,0,1,0,0,0,0,0,0
"156",1,0.112244897959184,0.0803246571508536,0,0.157894736842105,0,0,0,0,0.673076923076923,0,0,0,0,1,0,0,0,0,0,0
"157",1,0.214285714285714,0.0181919955219703,0,0.147368421052632,0,0,0,0,0.596153846153846,0,1,0,0,1,0,0,0,0,0,0
"158",0,0.36734693877551,0.819479429051218,0,0.157894736842105,1,0,0,0,0.326923076923077,0,0,0,0,0,1,0,1,0,0,0
"159",0,0.642857142857143,0.717324377273999,0,0.147368421052632,1,0,0,0,0.384615384615385,0,0,0,0,0,1,0,1,0,0,0
"160",0,0.387755102040816,0.502378953260565,0,0.157894736842105,1,0,1,1,0.326923076923077,0,0,0,0,0,1,0,0,1,0,0
"161",0,0.76530612244898,0.372236216064931,0,0.147368421052632,1,0,0,0,0.384615384615385,0,1,0,0,0,1,0,0,1,0,0
"162",0,0.76530612244898,0.251889168765743,0,0.136842105263158,1,0,0,0,0.384615384615385,1,0,1,0,1,0,0,0,0,0,0
"163",0,0.0102040816326531,0.188636999720123,0,0.136842105263158,1,0,0,0,0.384615384615385,1,0,0,1,1,0,0,0,0,0,1
"164",1,0.755102040816326,0.932829554995802,0,0.157894736842105,1,0,0,0,0.192307692307692,0,1,0,0,1,0,0,0,0,0,0
"165",1,0.744897959183674,0.856143296949342,0,0.157894736842105,0,0,0,0,0.0576923076923077,0,0,0,0,1,0,0,0,0,0,0
"166",1,0.673469387755102,0.689056815001399,0,0.157894736842105,0,0,0,0,0.0576923076923077,0,0,0,0,1,0,0,0,0,0,0
"167",1,0.581632653061224,0.581863979848867,0,0.136842105263158,0,0,0,0,0.0576923076923077,1,0,1,0,1,0,0,0,0,0,0
"168",1,0.142857142857143,0.450321858382312,0,0.157894736842105,1,0,0,0,0.0576923076923077,0,0,0,0,1,0,0,0,0,0,0
"169",0,0.744897959183674,0.800167926112511,0,0.157894736842105,1,0,0,0,0.403846153846154,0,0,0,0,0,1,1,0,0,0,0
"170",0,0.693877551020408,0.767982087881332,0,0.147368421052632,0,0,0,0,0.403846153846154,0,0,0,0,1,0,0,0,0,0,0
"171",0,0.642857142857143,0.642597257206829,0,0.147368421052632,0,0,0,0,0.538461538461538,0,0,0,0,0,1,0,1,0,0,0
"172",0,0.551020408163265,0.62244612370557,0,0.136842105263158,0,0,0,0,0.538461538461538,1,0,1,0,1,0,0,0,0,0,0
"173",0,0.612244897959184,0.673943464875455,0,0.157894736842105,0,0,0,0,0.596153846153846,0,1,0,0,0,0,0,1,0,0,0
"174",0,0.755102040816326,0.419815281276238,0,0.157894736842105,0,0,0,0,0.403846153846154,0,0,0,0,0,0,0,1,0,0,0
"175",0,0.316326530612245,0.37615449202351,0,0.157894736842105,1,0,1,1,0.403846153846154,0,1,0,0,0,0,0,1,0,0,0
"176",0,0.255102040816327,0.225020990764064,0,0.147368421052632,0,0,0,0,0.403846153846154,0,0,0,0,0,1,0,0,1,0,0
"177",1,0.612244897959184,0.90512174643157,0,0.136842105263158,0,0,0,0,0.326923076923077,1,1,0,0,1,0,0,0,0,0,0
"178",1,0.0918367346938776,0.41253848306745,0,0.157894736842105,0,0,0,0,0.326923076923077,1,1,0,0,1,0,0,0,0,0,0
"179",1,0.0510204081632653,0.400223901483347,1,0.147368421052632,1,0,0,0,0.326923076923077,0,1,0,0,0,1,1,0,0,0,0
"180",1,0.479591836734694,0.254128183599216,0,0.157894736842105,0,0,0,0,0.326923076923077,0,0,0,0,1,0,0,0,0,0,0
"181",1,0.602040816326531,0.146375594738315,0,0.157894736842105,0,0,0,0,0.461538461538462,0,0,0,0,0,1,1,0,0,0,0
"182",1,0.408163265306122,0.0601735236495942,0,0.147368421052632,0,0,0,0,0.461538461538462,0,1,0,0,1,0,0,0,0,0,0
"183",1,0.0816326530612245,0.0260285474391268,0,0.136842105263158,0,0,0,0,0.461538461538462,1,1,0,0,1,0,0,0,0,0,0
"184",0,1,0.926952141057935,0,0.157894736842105,0,0,0,0,0.326923076923077,0,0,0,0,0,1,0,1,0,0,0
"185",0,0.428571428571429,0.80688497061293,0,0.157894736842105,0,0,0,0,0.326923076923077,0,0,0,0,0,1,0,1,0,0,0
"186",0,0.408163265306122,0.480548558634201,0,0.147368421052632,0,0,0,0,0.346153846153846,0,0,0,0,0,1,0,0,1,0,0
"187",1,0.469387755102041,0.872935908200392,0,0.136842105263158,0,0,0,0,0.211538461538462,1,0,0,1,1,0,0,0,0,0,0
