"","home_team","yardline_100","game_seconds_remaining","goal_to_go","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","score_differential","first_down_rush","down_2","down_3","down_4","run_location_middle","run_location_right","run_gap_end","run_gap_guard","run_gap_tackle","td_team_1"
"257",1,0.755102040816326,0.187464867903316,0,0.102272727272727,1,0,0,0,0.528301886792453,0,0,0,0,0,0,1,0,0,0
"258",1,0.479591836734694,0.164418212478921,0,0.102272727272727,0,0,0,0,0.528301886792453,0,0,0,0,0,0,1,0,0,0
"259",1,0.857142857142857,0.105677346824058,0,0.0909090909090909,1,0,0,0,0.528301886792453,0,1,0,0,1,0,0,0,0,0
"260",0,0.775510204081633,0.893198426082069,0,0.102272727272727,0,0,0,0,0.660377358490566,0,0,0,0,0,0,0,0,1,0
"261",0,1,0.780213603147836,0,0.0909090909090909,0,0,0,0,0.660377358490566,0,0,0,0,1,0,0,0,0,0
"262",0,0.428571428571429,0.636593591905565,0,0.102272727272727,0,0,0,0,0.660377358490566,0,1,0,0,0,0,1,0,0,0
"263",0,0.5,0.457279370432827,0,0.102272727272727,0,0,0,0,0.641509433962264,0,1,0,0,0,0,0,1,0,0
"264",0,0.326530612244898,0.411748173130972,0,0.102272727272727,0,0,0,0,0.641509433962264,0,0,0,0,0,1,0,1,0,0
"265",0,0.204081632653061,0.370713884204609,0,0.102272727272727,1,0,1,1,0.641509433962264,0,0,1,0,1,0,0,0,0,0
"266",0,0.112244897959184,0.0283867341202923,0,0.102272727272727,0,0,0,0,0.924528301886792,0,0,0,0,0,1,0,0,1,0
"267",1,0.0612244897959184,0.55902192242833,1,0.0909090909090909,0,0,0,0,0.773584905660377,0,0,0,0,1,0,0,0,0,0
"268",1,0.795918367346939,0.383080382237212,0,0.0909090909090909,0,0,0,0,0.886792452830189,0,0,0,0,1,0,0,0,0,0
"269",1,0.663265306122449,0.318156267566048,0,0.0909090909090909,1,0,0,0,0.886792452830189,0,1,0,0,1,0,0,0,0,0
