"","home_team","yardline_100","game_seconds_remaining","down","goal_to_go","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","run_location","run_gap","td_team","score_differential","first_down_rush","incomplete_pass"
"15",1,57,857,1,0,31,1,0,0,0,"left","end",0,17,1,0
"22",1,47,113,1,0,19,0,0,0,0,"middle","center",0,14,1,0
"34",0,75,1997,1,0,14,1,0,0,0,"left","guard",0,0,1,0
"38",0,79,1659,3,0,19,1,0,0,0,"left","guard",0,3,0,0
"63",1,82,2244,2,0,12,1,0,1,1,"right","end",0,-14,0,0
"71",1,75,1334,2,0,11,0,0,0,0,"left","guard",0,-17,1,0
"82",0,53,3247,1,0,28,1,0,0,0,"right","tackle",0,0,1,0
"95",0,78,3594,1,0,16,0,0,0,0,"left","end",0,0,1,0
"103",0,87,2121,2,0,11,0,0,0,0,"left","tackle",0,7,0,0
"105",0,84,1741,1,0,84,0,0,0,0,"left","guard",2,4,1,0
"110",0,83,993,1,0,18,0,0,0,0,"right","guard",0,4,1,0
"111",0,59,912,2,0,16,0,0,0,0,"left","guard",0,4,1,0
"113",0,36,872,3,0,10,1,0,0,0,"left","tackle",0,4,1,0
"118",0,59,226,1,0,59,0,0,0,0,"middle","center",2,1,1,0
"119",0,55,139,1,0,18,1,0,0,0,"right","tackle",0,7,1,0
"131",1,54,1669,2,0,12,0,0,0,0,"left","end",0,0,1,0
"133",1,33,1582,2,0,15,0,0,0,0,"middle","center",0,0,1,0
"138",1,44,896,3,0,19,1,0,0,0,"left","end",0,0,1,0
"158",0,91,1118,1,0,11,0,0,1,1,"left","end",0,-2,1,0
"161",0,77,710,3,0,17,1,0,1,1,"middle","center",0,-7,1,0
"177",1,33,900,1,0,13,0,0,0,0,"right","end",0,-15,1,0
"198",1,75,1905,2,0,13,1,0,1,1,"right","tackle",0,6,1,0
"201",1,71,1045,2,0,48,1,0,0,0,"right","tackle",0,9,1,0
"204",1,80,658,1,0,11,1,0,0,0,"middle","center",0,16,1,0
"208",1,60,293,1,0,58,1,0,0,0,"left","guard",0,16,0,0
"215",0,72,3076,2,0,13,0,0,0,0,"middle","center",0,-7,1,0
"217",0,53,2998,2,0,16,0,0,0,0,"middle","center",0,-7,1,0
"220",0,13,2745,2,0,13,0,0,0,0,"middle","center",2,-7,1,0
"221",0,70,2554,2,0,13,0,0,0,0,"right","end",0,0,1,0
"223",0,40,2465,2,0,16,1,0,0,0,"left","tackle",0,0,1,0
"230",0,28,1569,1,0,20,0,0,0,0,"left","end",0,3,1,0
"234",0,56,1133,1,0,18,0,0,0,0,"right","end",0,10,1,0
"238",0,59,851,2,0,48,1,0,0,0,"middle","center",0,17,1,0
"241",0,88,548,1,0,17,1,0,0,0,"left","end",0,24,1,0
"247",0,89,3232,1,0,20,0,0,0,0,"right","end",0,0,1,0
"255",0,73,2438,1,0,11,0,0,0,0,"left","end",0,0,1,0
"258",0,21,2199,1,0,21,0,1,1,1,"right","end",2,0,1,0
"261",0,74,1551,1,0,74,0,0,0,0,"left","tackle",2,11,1,0
"264",0,77,1368,2,0,12,0,1,0,0,"left","end",0,25,1,0
"266",0,53,958,1,0,12,0,0,0,0,"right","guard",0,24,0,0
"281",1,15,2874,1,0,15,0,0,0,0,"middle","center",2,0,1,0
"294",1,49,1499,1,0,16,0,0,0,0,"right","end",0,23,1,0
"307",1,79,3135,1,0,27,0,1,0,0,"right","tackle",0,-3,1,0
"310",1,72,2825,2,0,17,1,0,0,0,"middle","center",0,4,1,0
"311",1,75,2489,1,0,10,0,0,0,0,"right","end",0,4,1,0
"314",1,48,2290,2,0,23,0,0,0,0,"middle","center",0,4,1,0
"317",1,80,1912,1,0,35,0,0,0,0,"left","end",0,11,1,0
"331",1,48,153,2,0,14,0,0,0,0,"left","end",0,35,1,0
"352",0,78,1877,1,0,11,1,0,0,0,"middle","center",0,10,1,0
"363",0,43,132,2,0,12,1,0,0,0,"right","end",0,3,1,0
"367",0,17,3394,1,0,17,0,0,0,0,"left","end",2,0,1,0
"370",0,59,2982,2,0,13,0,0,0,0,"right","end",0,14,1,0
"373",0,59,2322,1,0,14,0,0,0,0,"right","tackle",0,11,0,0
"381",0,44,939,1,0,18,0,0,0,0,"left","tackle",0,11,1,0
"382",0,26,900,1,0,17,0,0,0,0,"right","guard",0,11,1,0
"389",0,39,144,2,0,13,0,0,0,0,"right","tackle",0,12,1,0
"390",1,43,3456,1,0,20,0,0,0,0,"right","end",0,0,1,0
"403",1,55,2131,1,0,16,0,0,0,0,"right","end",0,-3,1,0
"406",1,23,2019,1,0,15,1,0,0,0,"left","end",0,-3,1,0
